,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
377,53,no,travel_frequently,"124,0$",,2,3,marketing,1,"1050,0",3,1,38,2,3, sales executive ,2,,"7525,0",23537,2,,,12,"3,0",1,,1,"30,0",2,,15,,6,12,"7525,0",1970,1000000000$,,,1
378,40,no,travel_rarely,"300,0$",,26,3,,1,,3,0,74,3,2, sales executive ,1,married,,22217,1,,,14,"3,0",2,"80,0",1,"8,0",3,"2,0",7,,7,5,,1983,1000000000$,,,0
379,55,no,,"444,0$",,2,1,,1,"1074,0",3,0,40,2,4, manager ,1,single,,17323,7,,no,15,"3,0",2,,0,,3,"4,0",9,,6,2,,1968,1000000000$,,,true
380,28,yes,non-travel,"1366,0$",,24,2,,1,"1082,0",2,0,72,2,3, healthcare representative ,1,single,,12355,1,y,no,12,"3,0",1,,0,"10,0",2,"2,0",10,,1,9,,1995,1000000000$,,,false
381,28,no,travel_rarely,"857,0$",,10,3,other,1,"1097,0",3,1,59,3,2, research scientist ,3,single,"3660,0",7909,3,,no,13,"3,0",4,"80,0",0,,4,"4,0",8,,1,7,"3660,0",1995,1000000000$,,,yes
382,35,yes,,"1204,0$",,4,3,technical degree,1,"1100,0",4,0,86,3,3, sales executive ,1,,,10333,0,y,,22,"4,0",1,"80,0",0,"9,0",2,"3,0",8,,4,7,,1988,1000000000$,,,yes
383,33,yes,travel_frequently,"827,0$", research & development ,-36,4,medical,1,"1101,0",36,1,54,2,2, research scientist ,3,single,,3129,1,,no,22,"4,0",2,,0,"14,0",4,"3,0",13,,3,8,,1990,1000000000$, research scientist  -  research & development ,,1
384,25,yes,,"1219,0$", research & development ,4,1,technical degree,1,"1106,0",4,0,32,3,1, laboratory technician ,4,married,,4605,1,y,,15,,2,,1,"7,0",3,"4,0",7,,5,6,,1998,1000000000$, laboratory technician  -  research & development ,,yes
385,38,no,,"770,0$", sales ,10,4,,1,"1119,0",3,0,not available,2,3, sales executive ,3,,"8740,0",5569,0,,yes,14,"3,0",2,,2,"9,0",2,,8,,2,7,"8740,0",1985,1000000000$, sales executive  -  sales ,,true
386,28,no,,"950,0$",,-12,3,,1,,12,1,93,3,3, manufacturing director ,2,,,8039,0,,,17,"3,0",2,"80,0",3,,3,"2,0",9,,1,7,,1995,1000000000$,,,true
387,43,no,travel_frequently,"1082,0$",,27,3,life sciences,1,"1126,0",3,1,83,3,3, manufacturing director ,1,married,,11535,8,,no,11,"3,0",3,,1,"18,0",1,"3,0",8,,0,1,,1980,1000000000$,,,false
388,39,yes,travel_frequently,"203,0$", research & development ,2,3,life sciences,1,,1,0,84,3,4, healthcare representative ,4,,,13547,7,,no,11,"3,0",4,,3,"21,0",4,"3,0",18,,11,5,,1984,1000000000$, healthcare representative  -  research & development ,,0
389,40,no,travel_rarely,"1308,0$",,14,3,,1,"1128,0",3,0,44,2,5, research director ,3,,,17544,1,y,no,14,,1,"80,0",0,,2,,20,,4,9,,1983,1000000000$,,,yes
390,29,no,travel_rarely,"718,0$",,8,1,medical,1,,2,0,79,2,2, manufacturing director ,4,married,,17689,1,,,15,"3,0",3,"80,0",1,"10,0",2,"2,0",10,,1,2,,1994,1000000000$,,,yes
391,40,no,,"593,0$",,-32,4,,1,,2,1,88,3,3, research director ,3,,"13499,0",13782,9,,no,17,"3,0",3,,0,"20,0",3,"2,0",18,,2,13,"13499,0",1983,1000000000$,,,0
392,26,no,travel_rarely,"1384,0$",,3,4,,1,"1177,0",1,0,82,4,1, laboratory technician ,4,,,13421,1,y,,22,"4,0",2,,1,"8,0",2,"3,0",8,,0,7,,1997,1000000000$,,,true
393,35,no,travel_rarely,"819,0$",,2,3,,1,"1182,0",3,0,44,2,3, manufacturing director ,2,divorced,,19588,2,,no,18,"3,0",2,"80,0",1,"15,0",2,"4,0",7,,6,4,,1988,1000000000$,,,yes
394,53,no,,"1223,0$", research & development ,7,2,medical,1,"1201,0",4,1,50,3,5, manager ,3,divorced,,18640,3,y,no,18,"3,0",2,,1,"26,0",6,"3,0",7,,4,7,,1970,1000000000$, manager  -  research & development ,,0
395,35,no,,"1361,0$",,17,4,life sciences,1,"1218,0",3,0,94,3,2, sales executive ,1,,,21026,3,y,,15,"3,0",4,,3,"15,0",2,"3,0",7,,1,7,,1988,1000000000$,,,1
396,33,no,,"1146,0$",,25,3,medical,1,"1220,0",2,1,not available,3,2, sales executive ,3,,,4905,1,,no,12,"3,0",1,,1,,3,"2,0",10,,0,1,,1990,1000000000$,,,1
397,36,no,,nan$, research & development ,6,4,life sciences,1,,3,0,60,1,1, laboratory technician ,3,divorced,,6865,1,y,no,14,"3,0",3,,1,,4,"3,0",7,,1,7,,1987,1000000000$, laboratory technician  -  research & development ,,1
398,30,no,travel_rarely,"853,0$",,7,4,life sciences,1,"1224,0",3,0,49,3,2, laboratory technician ,3,divorced,"3491,0",11309,1,,,13,,1,,3,,4,"2,0",10,,8,9,"3491,0",1993,1000000000$,,,true
399,60,no,,nan$,,-29,4,,1,,29,0,52,4,2, sales executive ,4,divorced,"5220,0",10893,0,,,18,"3,0",2,,1,"12,0",3,"3,0",11,,1,9,"5220,0",1963,1000000000$,,,true
400,32,no,,"1316,0$",,2,2,life sciences,1,"1235,0",4,1,38,3,2, research scientist ,3,single,,2338,4,y,yes,14,"3,0",4,,0,"10,0",2,"3,0",8,,0,7,,1991,1000000000$,,,0
401,36,no,,"363,0$",,1,3,technical degree,1,"1237,0",3,1,not available,1,3, manufacturing director ,1,divorced,"10252,0",4235,2,,yes,21,"4,0",3,,1,"17,0",2,"3,0",7,,7,7,"10252,0",1987,1000000000$,,,yes
402,27,no,travel_rarely,"1103,0$",,14,3,,1,,1,0,42,3,1, research scientist ,1,,,14377,1,,,14,"3,0",4,"80,0",2,,3,"2,0",9,,6,8,,1996,1000000000$,,,yes
403,43,no,,"920,0$", research & development ,3,3,life sciences,1,"1255,0",3,0,96,1,5, research director ,4,,"19740,0",18625,3,y,no,14,"3,0",2,"80,0",1,,2,"3,0",8,,0,7,"19740,0",1980,1000000000$, research director  -  research & development ,,yes
404,29,no,travel_rarely,"694,0$",,1,3,,1,"1264,0",4,1,not available,2,4, research director ,4,divorced,,3423,3,y,no,14,"3,0",2,,2,"9,0",2,"2,0",7,,1,7,,1994,1000000000$,,,true
405,59,no,,"1429,0$",,-24,4,,1,"1283,0",24,0,67,3,3, manufacturing director ,4,single,,20002,6,,no,12,"3,0",4,,0,,6,"2,0",9,,5,4,,1964,1000000000$,,,false
406,43,no,travel_rarely,"531,0$",,4,4,marketing,1,"1293,0",4,1,56,2,3, sales executive ,4,single,,20364,3,,no,14,"3,0",4,,0,"23,0",3,"4,0",21,,15,17,,1980,1000000000$,,,yes
407,44,yes,travel_rarely,"621,0$",,15,3,medical,1,"1295,0",1,1,73,3,3, healthcare representative ,4,married,,14075,1,y,,11,"3,0",4,"80,0",1,,2,"3,0",10,,0,5,,1979,1000000000$,,,yes
408,29,yes,,"806,0$", research & development ,7,3,technical degree,1,,2,1,39,3,1, laboratory technician ,3,divorced,,17285,3,,yes,13,"3,0",1,,2,"10,0",2,"3,0",7,,7,7,,1994,1000000000$, laboratory technician  -  research & development ,,1
409,32,no,travel_rarely,"604,0$",,8,3,,1,,3,0,56,4,2, sales executive ,4,married,"6209,0",11693,1,,,15,"3,0",3,,2,,4,"4,0",10,,0,8,"6209,0",1991,1000000000$,,,false
410,36,no,travel_rarely,"325,0$",,10,4,technical degree,1,,4,1,63,3,3, healthcare representative ,3,married,"7094,0",5747,3,y,no,12,"3,0",1,,0,,0,"3,0",7,,1,7,"7094,0",1987,1000000000$,,,true
411,fifty-two,yes,,"1030,0$", sales ,5,3,,1,,2,0,64,3,3, sales executive ,2,single,,21534,9,y,yes,19,"3,0",3,,0,,2,"2,0",8,,7,7,,1971,1000000000$, sales executive  -  sales ,,yes
412,39,no,travel_rarely,"524,0$",,-33,2,,1,"1322,0",1,0,32,3,2, manufacturing director ,3,single,"4534,0",13352,0,,,11,"3,0",1,,0,,6,,8,,1,7,"4534,0",1984,1000000000$,,,true
413,34,no,,"943,0$",,9,3,,1,"1344,0",4,0,86,3,3, healthcare representative ,4,,"8500,0",5494,0,,,11,,4,"80,0",1,"10,0",0,"2,0",9,,1,6,"8500,0",1989,1000000000$,,,true
414,38,no,,"1009,0$",,2,2,life sciences,1,"1355,0",2,1,31,3,2, sales executive ,1,,,19461,3,,,15,"3,0",4,,1,"11,0",3,"3,0",7,,1,7,,1985,1000000000$,,,true
415,36,no,travel_frequently,"607,0$", sales ,-12,3,marketing,1,"1362,0",12,1,83,4,2, sales executive ,1,marreid,"4639,0",2261,2,y,no,16,"3,0",4,,1,,2,"2,0",15,,6,13,"4639,0",1987,1000000000$, sales executive  -  sales ,,1
416,35,no,,"817,0$",,1,3,,1,"1369,0",4,1,60,2,2, laboratory technician ,4,,"5363,0",10846,0,y,no,12,"3,0",2,"80,0",1,"10,0",0,"3,0",9,,0,0,"5363,0",1988,1000000000$,,,0
417,55,yes,,nan$,,13,4,,1,,1,0,85,4,4, sales executive ,3,,,9277,6,y,,17,"3,0",3,"80,0",0,,2,"2,0",19,,3,8,,1968,1000000000$,,,true
418,34,no,,nan$,,29,3,,1,"1377,0",2,0,86,3,2, laboratory technician ,3,,,17491,4,y,,13,"3,0",1,,2,"10,0",1,"3,0",8,,7,7,,1989,1000000000$,,,0
419,43,no,,"930,0$",,6,3,medical,1,"1402,0",1,1,73,2,2, research scientist ,3,single,"4081,0",20003,1,,yes,14,"3,0",1,,0,"20,0",3,"1,0",20,,1,8,"4081,0",1980,1000000000$,,,false
420,42,no,travel_rarely,"1147,0$",,10,3,human resources,1,"1408,0",3,1,31,3,4, manager ,1,married,,16616,0,,,14,"3,0",3,"80,0",1,"21,0",5,"3,0",20,,0,9,,1981,1000000000$,,,false
421,26,no,travel_rarely,"652,0$",,7,3,,1,"1417,0",3,0,100,4,1, laboratory technician ,1,single,"3578,0",23577,0,,no,12,"3,0",4,,0,"8,0",2,"3,0",7,,0,7,"3578,0",1997,1000000000$,,,true
422,29,yes,,"337,0$",,14,1,other,1,"1421,0",3,1,84,3,3, healthcare representative ,4,single,,22930,0,,yes,12,"3,0",1,,0,,1,"3,0",8,,7,7,,1994,1000000000$,,,1
423,54,no,,"971,0$", research & development ,1,3,,1,"1422,0",4,1,54,3,4, research director ,4,,"17328,0",5652,6,,,19,"3,0",4,,0,"29,0",3,"2,0",20,,12,7,"17328,0",1969,1000000000$, research director  -  research & development ,,0
424,55,no,,"1136,0$",,1,4,,1,"1424,0",2,0,81,4,4, research director ,4,divorced,,12414,2,y,no,13,"3,0",4,"80,0",2,"31,0",4,"4,0",7,,0,0,,1968,1000000000$,,,true
425,40,no,non-travel,"663,0$",,9,4,other,1,,3,0,81,3,2, laboratory technician ,3,,,23099,3,y,no,11,"3,0",3,"80,0",2,"11,0",2,,8,,0,7,,1983,1000000000$,,,yes
426,thirty-one,no,,"326,0$",,8,2,,1,,1,0,31,3,3, sales executive ,4,divorced,"10793,0",8386,1,,,18,,1,,1,"13,0",5,"3,0",13,,9,9,"10793,0",1992,1000000000$,,,true
427,46,yes,,"377,0$",,9,3,marketing,1,"1457,0",1,0,52,3,3, sales executive ,4,divorced,,15986,4,,no,11,"3,0",1,,1,"28,0",1,"4,0",7,,4,3,,1977,1000000000$,,,yes
428,45,no,travel_rarely,"1038,0$",,20,3,medical,1,"1460,0",2,0,95,1,3, healthcare representative ,1,,"10851,0",19863,2,y,yes,18,"3,0",2,"80,0",1,,2,"3,0",7,,0,7,"10851,0",1978,1000000000$,,,false
429,49,no,travel_rarely,"1490,0$",,7,4,life sciences,1,"1484,0",3,0,35,3,3, healthcare representative ,2,divorced,"10466,0",20948,3,y,,14,"3,0",2,,2,"29,0",3,"3,0",8,,0,7,"10466,0",1974,1000000000$,,,0
430,29,no,travel_rarely,"1246,0$",,19,3,,1,"1497,0",3,0,77,2,2, sales executive ,3,,,23757,1,y,,14,"3,0",3,,2,"10,0",3,"3,0",10,,0,4,,1994,1000000000$,,,1
431,29,yes,,"224,0$",,1,4,technical degree,1,"1522,0",1,0,100,2,1, research scientist ,1,single,"2362,0",7568,6,y,no,13,"3,0",3,,0,,2,"1,0",9,,0,7,"2362,0",1994,1000000000$,,,1
432,29,no,,"441,0$",,8,1,other,1,"1544,0",3,1,39,1,2, healthcare representative ,1,,,7288,3,,no,13,"3,0",3,,1,"9,0",3,"3,0",7,,0,7,,1994,1000000000$,,,1
433,40,no,travel_rarely,"898,0$", human resources ,6,2,,1,,3,0,38,3,4, manager ,4,single,,17381,1,y,yes,21,"4,0",4,"80,0",0,"21,0",2,"3,0",21,,7,7,,1983,1000000000$, manager  -  human resources ,,1
434,48,no,,nan$, sales ,16,4,life sciences,1,,3,1,96,3,2, sales executive ,3,divorced,"6439,0",13693,8,,no,14,"3,0",3,,1,"18,0",2,,8,,7,7,"6439,0",1975,1000000000$, sales executive  -  sales ,,1
435,53,yes,,"607,0$",,2,5,,1,"1572,0",3,1,78,2,3, manufacturing director ,4,married,,14618,0,,,16,"3,0",2,,1,,4,"3,0",33,,1,9,,1970,1000000000$,,,yes
436,44,no,,"1313,0$",,7,3,medical,1,"1608,0",2,1,31,3,5, research director ,4,,,3549,0,,yes,14,,4,"80,0",1,,4,"2,0",22,,1,10,,1979,1000000000$,,,0
437,45,no,,"1015,0$",,5,5,,1,"1611,0",3,1,50,1,2, laboratory technician ,1,,"5769,0",23447,1,y,,14,"3,0",1,,0,"10,0",3,"3,0",10,,1,4,"5769,0",1978,1000000000$,,,false
438,45,no,non-travel,nan$,,26,3,marketing,1,"1612,0",1,0,52,2,2, sales executive ,1,,"4385,0",24162,1,y,,15,,1,"80,0",1,"10,0",2,,10,,4,5,"4385,0",1978,1000000000$,,,0
439,34,no,travel_frequently,"426,0$",,10,4,,1,"1615,0",3,0,42,4,2, manufacturing director ,4,,,17000,1,,,13,"3,0",1,,1,"9,0",3,,9,,7,2,,1989,1000000000$,,,1
440,39,no,,"1387,0$", research & development ,10,5,medical,1,,2,0,76,3,2, manufacturing director ,1,,,3835,2,y,,13,"3,0",4,,3,,3,"3,0",7,,7,7,,1984,1000000000$, manufacturing director  -  research & development ,,0
441,27,no,,"1302,0$", research & development ,-36,3,,1,"1619,0",36,0,not available,2,1, laboratory technician ,1,divorced,"4066,0",16290,1,,no,11,"3,0",1,,2,"7,0",3,"3,0",7,,0,7,"4066,0",1996,1000000000$, laboratory technician  -  research & development ,,yes
442,45,no,travel_rarely,"1329,0$",,2,2,,1,"1635,0",4,1,59,2,2, manufacturing director ,4,divorced,,5388,1,,,19,"3,0",1,,2,"10,0",3,"3,0",10,,3,9,,1978,1000000000$,,,1
443,44,no,,"602,0$",,1,5,,1,"1642,0",1,0,37,3,2, human resources ,4,married,,10503,4,,yes,11,"3,0",3,,0,"14,0",3,"3,0",10,,0,2,,1979,1000000000$,,,true
444,25,no,,"772,0$",,2,1,life sciences,1,"1653,0",4,0,77,4,2, manufacturing director ,3,divorced,"5206,0",4973,1,,,17,"3,0",3,,2,"7,0",6,"3,0",7,,0,7,"5206,0",1998,1000000000$,,,false
445,49,no,,"809,0$",,1,3,,1,,3,0,36,3,4, manager ,3,single,,22384,4,y,,14,"3,0",1,"80,0",0,"23,0",2,"3,0",8,,0,0,,1974,1000000000$,,,true
446,48,yes,travel_frequently,nan$,,7,2,,1,"1691,0",4,1,95,3,1, sales representative ,3,,"2655,0",11740,2,,,11,,3,"80,0",2,"19,0",3,"3,0",9,,7,7,"2655,0",1975,1000000000$,,,0
447,26,no,,"786,0$",,7,3,medical,1,"1693,0",4,0,76,3,1, laboratory technician ,4,,"2570,0",11925,1,,no,20,"4,0",3,"80,0",0,"7,0",5,"3,0",7,,5,7,"2570,0",1997,1000000000$,,,1
448,44,no,travel_rarely,"921,0$",,2,3,life sciences,1,"1703,0",3,1,96,4,3, healthcare representative ,4,,,14810,1,,,19,,2,,1,,2,"3,0",8,,6,7,,1979,1000000000$,,,1
449,36,no,,"530,0$",,2,4,,1,,3,1,51,3,2, sales representative ,4,single,"4502,0",7439,3,y,,15,,3,,0,"17,0",2,"2,0",13,,6,7,"4502,0",1987,1000000000$,,,yes
450,46,no,,"717,0$", research & development ,13,4,,1,"1727,0",3,0,34,3,2, healthcare representative ,2,single,,9697,6,,no,14,"3,0",4,,0,"19,0",3,"3,0",10,,0,9,,1977,1000000000$, healthcare representative  -  research & development ,,true
451,35,no,,"1370,0$",,27,4,life sciences,1,"1728,0",4,0,49,3,2, manufacturing director ,3,married,,5151,2,y,,16,"3,0",2,"80,0",1,"17,0",3,"3,0",7,,0,7,,1988,1000000000$,,,yes
452,30,no,travel_frequently,"1312,0$",,2,4,,1,"1745,0",4,1,78,2,1, research scientist ,1,,"4968,0",26427,0,y,,16,"3,0",4,"80,0",0,"10,0",2,,9,,0,7,"4968,0",1993,1000000000$,,,false
453,30,no,,"979,0$",,15,2,marketing,1,"1754,0",3,0,94,2,3, sales executive ,1,,,3088,2,,no,11,"3,0",1,"80,0",1,,2,"3,0",7,,1,7,,1993,1000000000$,,,1
454,33,no,non-travel,"1283,0$",,2,3,marketing,1,"1756,0",4,1,62,3,2, sales executive ,2,,"5147,0",10697,8,,no,15,"3,0",4,,0,"13,0",2,"2,0",11,,1,7,"5147,0",1990,1000000000$,,,true
455,32,no,,"953,0$",,5,4,,1,"1764,0",2,0,65,3,1, research scientist ,2,single,"2718,0",17674,2,y,no,14,"3,0",2,,0,"12,0",3,"3,0",7,,0,7,"2718,0",1991,1000000000$,,,1
456,43,no,travel_rarely,"244,0$",,2,3,life sciences,1,"1778,0",2,0,97,3,1, human resources ,4,,"3539,0",5033,0,y,no,13,"3,0",2,"80,0",0,,5,"3,0",9,,1,8,"3539,0",1980,1000000000$,,,false
457,31,no,travel_rarely,"196,0$",,29,4,marketing,1,,1,1,91,2,2, sales executive ,4,,"5468,0",13402,1,,,14,"3,0",1,,2,,3,"3,0",12,,5,7,"5468,0",1992,1000000000$,,,1
458,35,yes,,"303,0$",,27,3,,1,"1797,0",3,0,84,3,2, sales executive ,4,,"5813,0",13492,1,,,18,"3,0",4,"80,0",0,,2,"3,0",10,,7,7,"5813,0",1988,1000000000$,,,false
459,35,no,non-travel,"1180,0$", research & development ,2,2,medical,1,"1804,0",2,0,90,3,2, manufacturing director ,4,divorced,,24442,2,,no,14,"3,0",3,,1,"15,0",6,"3,0",7,,1,7,,1988,1000000000$, manufacturing director  -  research & development ,,0
460,30,no,,"1092,0$",,10,3,medical,1,"1816,0",1,1,64,3,3, manufacturing director ,3,single,"9667,0",2739,9,y,no,14,"3,0",2,,0,"9,0",3,"3,0",7,,0,2,"9667,0",1993,1000000000$,,,false
461,46,yes,travel_rarely,"261,0$",,-19,2,medical,1,"1821,0",4,1,66,3,2, healthcare representative ,2,married,,10842,4,,no,22,"4,0",4,,1,"13,0",2,"4,0",9,"7,0",3,7,,1977,1000000000$,,,0
462,45,no,non-travel,"589,0$",,2,4,,1,,3,1,67,3,2, sales executive ,3,married,"5154,0",19665,4,y,,22,"4,0",2,,2,"10,0",3,"4,0",8,,5,7,"5154,0",1978,1000000000$,,,false
463,43,no,travel_frequently,"1422,0$",,2,4,life sciences,1,"1849,0",1,0,92,3,2, sales executive ,4,married,"5675,0",19246,1,,,20,"4,0",3,,1,"7,0",5,"3,0",7,,7,7,"5675,0",1980,1000000000$,,,0
464,46,yes,,nan$,,10,3,life sciences,1,"1869,0",3,1,64,3,3, sales executive ,2,,"7314,0",14011,5,y,,21,"4,0",3,"80,0",3,"14,0",2,"3,0",8,,0,7,"7314,0",1977,1000000000$,,,1
465,40,no,travel_rarely,"1137,0$", research & development ,1,4,,1,,1,0,98,3,4, manager ,1,,,18991,2,y,,11,"3,0",1,,1,"22,0",3,,19,,11,16,,1983,1000000000$, manager  -  research & development ,,true
466,27,no,travel_rarely,"511,0$", sales ,2,2,,1,"1898,0",1,1,89,4,2, sales executive ,3,single,,26997,0,y,no,14,"3,0",2,,0,"9,0",5,"2,0",8,,0,7,,1996,1000000000$, sales executive  -  sales ,,false
467,42,no,,"1396,0$",,6,3,medical,1,"1911,0",3,0,83,3,3, research director ,1,married,,14842,9,y,no,13,"3,0",2,"80,0",1,"18,0",3,"4,0",13,,5,7,,1981,1000000000$,,,1
468,26,no,travel_frequently,"1096,0$",,6,3,other,1,,3,0,61,4,1, laboratory technician ,4,married,,7102,0,,no,18,"3,0",1,,1,"8,0",3,"3,0",7,,7,7,,1997,1000000000$,,,true
469,28,no,travel_frequently,nan$,,1,2,life sciences,1,"1927,0",3,0,42,2,2, sales executive ,4,married,,19255,1,,,12,"3,0",3,,1,"7,0",2,"3,0",7,,0,7,,1995,1000000000$,,,true
470,47,no,,"1169,0$",,14,4,,1,"1934,0",3,0,64,3,2, research scientist ,2,married,,2125,8,y,,18,"3,0",3,"80,0",1,,4,"4,0",8,,1,7,,1976,1000000000$,,,0
471,34,no,travel_rarely,"1239,0$",,13,4,medical,1,"1951,0",4,0,39,3,3, sales executive ,3,divorced,,22914,1,,no,18,"3,0",3,,1,"9,0",2,"2,0",8,,1,1,,1989,1000000000$,,,1
472,26,no,,"157,0$", research & development ,1,3,medical,1,"1952,0",3,0,95,3,1, laboratory technician ,1,single,,20006,0,y,no,13,"3,0",4,,0,"8,0",6,,7,,7,6,,1997,1000000000$, laboratory technician  -  research & development ,,1
473,27,no,travel_rarely,"954,0$",,9,3,,1,"1965,0",4,0,44,3,2, sales executive ,4,,,5099,1,,,14,"3,0",1,,0,,5,,7,,0,7,,1996,1000000000$,,,0
474,31,yes,travel_frequently,"754,0$", sales ,26,4,marketing,1,"1967,0",1,0,63,3,2, sales executive ,4,,,21075,1,y,yes,11,"3,0",3,,0,"10,0",4,"3,0",10,,0,8,,1992,1000000000$, sales executive  -  sales ,,yes
475,33,no,travel_frequently,"1303,0$",,7,2,life sciences,1,,4,0,not available,3,2, healthcare representative ,3,divorced,,18079,1,,,20,,3,,3,"9,0",2,"3,0",9,,2,8,,1990,1000000000$,,,yes
476,31,no,,"697,0$",,10,3,,1,"1979,0",3,1,40,3,3, research director ,3,married,,26862,4,,no,20,"4,0",3,,1,"13,0",2,"4,0",11,,4,8,,1992,1000000000$,,,1
477,35,no,,"1395,0$",,9,4,medical,1,"2008,0",2,0,48,3,2, research scientist ,3,,"5098,0",18698,1,,no,19,"3,0",2,,0,"10,0",5,"3,0",10,,0,8,"5098,0",1988,1000000000$,,,1
478,33,no,travel_rarely,"501,0$",,15,2,,1,"2009,0",2,1,95,3,2, healthcare representative ,4,married,,21653,0,,yes,13,,1,,1,,6,"3,0",9,,8,1,,1990,1000000000$,,,yes
479,39,no,travel_rarely,"116,0$",,24,1,life sciences,1,"2014,0",1,0,52,3,2, research scientist ,4,single,,5340,7,,no,13,,1,,0,,2,"3,0",7,,1,7,,1984,1000000000$,,,false
480,36,no,travel_rarely,"557,0$",,-46,3,,1,,46,1,94,2,3, sales executive ,4,marreid,,12695,0,y,no,19,"3,0",3,,2,"10,0",2,"3,0",9,,3,4,,1987,1000000000$,,,yes
481,41,no,travel_rarely,"582,0$",,28,4,life sciences,1,"2034,0",1,1,60,2,4, manufacturing director ,2,married,"13570,0",5640,0,y,no,23,,3,,1,"21,0",3,"3,0",20,,0,10,"13570,0",1982,1000000000$,,,yes
482,34,no,,"704,0$", sales ,28,3,marketing,1,"2035,0",4,1,95,2,2, sales executive ,3,married,"6712,0",8978,1,y,no,21,"4,0",4,,2,"8,0",2,"3,0",8,,1,7,"6712,0",1989,1000000000$, sales executive  -  sales ,,false
483,38,no,travel_rarely,nan$,,10,2,,1,,1,1,100,3,2, sales executive ,4,married,,5982,1,,no,11,"3,0",3,,1,"10,0",1,"3,0",10,,1,9,,1985,1000000000$,,,1
484,39,no,travel_rarely,"613,0$",,6,1,,1,"2062,0",4,0,42,2,3, healthcare representative ,1,,"9991,0",21457,4,,,15,"3,0",1,"80,0",1,,5,"3,0",7,,1,7,"9991,0",1984,1000000000$,,,1
485,34,no,travel_rarely,"419,0$",,7,4,,1,"28,0",1,1,53,3,3, research director ,2,single,,21293,0,,no,11,,3,,0,,4,"3,0",12,"6,0",2,11,,1989,1000000000$,,,0
486,44,no,travel_rarely,"477,0$",,7,4,medical,1,,1,1,42,2,3, healthcare representative ,4,married,"10248,0",2094,3,,,14,,4,,1,"24,0",4,"3,0",22,,5,17,"10248,0",1979,1000000000$,,,true
487,46,no,,"1211,0$",,5,4,,1,"62,0",1,0,98,3,2, sales executive ,4,single,,20445,4,y,,21,,3,,0,"14,0",4,"3,0",9,,0,8,,1977,1000000000$,,,yes
488,41,no,travel_frequently,"857,0$", research & development ,10,3,life sciences,1,"199,0",4,0,91,2,4, manager ,1,divorced,,12888,4,y,,13,"3,0",2,,1,,2,"2,0",7,,7,7,,1982,1000000000$, manager  -  research & development ,,0
489,39,no,,"505,0$", research & development ,2,4,,1,"343,0",3,1,64,3,3, healthcare representative ,3,single,"10938,0",6420,0,,no,25,"4,0",4,,0,"20,0",1,"3,0",19,,11,8,"10938,0",1984,1000000000$, healthcare representative  -  research & development ,,0
490,42,no,travel_rarely,"269,0$",,2,3,medical,1,"351,0",4,1,56,2,1, laboratory technician ,1,divorced,"2593,0",8007,0,,yes,11,"3,0",3,"80,0",1,"10,0",4,"3,0",9,,7,8,"2593,0",1981,1000000000$,,,true
491,33,no,travel_frequently,"553,0$", research & development ,5,4,,1,"428,0",4,1,74,3,3, manager ,2,married,"11878,0",23364,6,y,,11,,2,"80,0",2,"12,0",2,"3,0",10,,8,8,"11878,0",1990,1000000000$, manager  -  research & development ,,true
492,35,no,travel_rarely,"1296,0$",,5,4,technical degree,1,"464,0",3,0,62,3,3, manufacturing director ,2,single,"8095,0",18264,0,,no,13,"3,0",4,"80,0",0,"17,0",5,"3,0",16,,0,13,"8095,0",1988,1000000000$,,,1
493,33,yes,travel_rarely,"1277,0$",,15,1,medical,1,,2,0,56,3,3, manager ,3,married,,24619,7,,,12,"3,0",4,,0,"15,0",2,"4,0",7,,7,7,,1990,1000000000$,,,true
494,40,no,travel_rarely,"302,0$",,6,3,life sciences,1,,2,1,75,3,4, manufacturing director ,3,single,,20364,7,,no,15,"3,0",3,,0,"22,0",3,"3,0",20,,5,13,,1983,1000000000$,,,false
495,41,no,travel_rarely,"427,0$",,10,4,human resources,1,"731,0",2,0,73,2,5, manager ,4,divorced,,8861,3,y,no,15,"3,0",2,,3,"23,0",2,"2,0",21,,12,6,,1982,1000000000$,,,0
496,27,no,,"975,0$",,7,3,,1,"764,0",4,1,55,2,2, healthcare representative ,1,,,23398,8,,no,19,"3,0",1,,0,,2,"1,0",7,,0,7,,1996,1000000000$,,,false
497,52,no,travel_rarely,"621,0$",,3,4,marketing,1,,3,0,31,2,4, manager ,1,,"16856,0",10084,1,,,11,"3,0",1,,0,,3,"4,0",34,,1,16,"16856,0",1971,1000000000$,,,yes
498,51,no,travel_rarely,"1318,0$",,26,4,marketing,1,"851,0",1,1,66,3,4, manager ,3,married,,5594,2,,no,14,"3,0",3,,1,,2,"2,0",20,,4,17,,1972,1000000000$,,,false
