,Age,Attrition,Businesstravel,Dailyrate,Department,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyincome,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
312,29,No,travel_rarely,144.0,,10,1,,,4.0,M,39.0,2.0,2.0, sales executive ,2.0,divorced,,11866,1,yes,14.0,3.0,1.0,,2.0,7.0,2.0,3.0,7.0,,1,7,1994,no
313,37,No,,1319.0,,6,3,medical,,3.0,H,51.0,4.0,2.0, research scientist ,1.0,divorced,5974.0,17001,4,,13.0,3.0,1.0,80.0,2.0,13.0,2.0,3.0,7.0,,6,7,1986,no
314,26,No,travel_rarely,933.0,,1,3,,476.0,3.0,H,57.0,3.0,2.0, sales executive ,3.0,,,20156,1,,17.0,3.0,2.0,80.0,1.0,,3.0,3.0,8.0,,7,7,1997,yes
315,40,No,travel_rarely,1171.0,,10,4,life sciences,483.0,4.0,M,46.0,4.0,1.0, laboratory technician ,3.0,married,,22495,3,yes,13.0,3.0,3.0,,1.0,,3.0,3.0,7.0,,1,7,1983,yes
316,41,Yes,,143.0,,4,3,,488.0,1.0,H,56.0,3.0,2.0, sales executive ,2.0,,,9558,1,no,18.0,3.0,3.0,,0.0,8.0,5.0,3.0,8.0,,7,7,1982,no
317,51,No,travel_rarely,1178.0,,14,2,,500.0,3.0,M,87.0,3.0,2.0, sales executive ,4.0,,,14862,4,no,11.0,3.0,3.0,,1.0,18.0,2.0,2.0,7.0,,0,7,1972,yes
318,37,No,,1107.0,,14,3,,,4.0,M,95.0,3.0,1.0, laboratory technician ,1.0,,3034.0,26914,1,no,12.0,3.0,3.0,,1.0,,2.0,2.0,18.0,,12,17,1986,no
319,56,No,,906.0,,6,3,life sciences,,3.0,M,86.0,4.0,4.0, sales executive ,1.0,married,13212.0,18256,9,no,11.0,3.0,4.0,80.0,3.0,36.0,0.0,2.0,7.0,,7,7,1967,yes
320,41,No,travel_rarely,645.0, sales ,1,3,marketing,534.0,2.0,H,49.0,4.0,3.0, sales executive ,1.0,married,8392.0,19566,1,,16.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,,0,7,1982,yes
321,46,No,,1485.0,,18,3,medical,,3.0,M,87.0,3.0,2.0, manufacturing director ,3.0,,,26314,2,no,14.0,3.0,3.0,,1.0,19.0,5.0,2.0,10.0,,0,8,1977,no
322,30,No,non-travel,1116.0,,2,3,,,3.0,M,49.0,3.0,1.0, laboratory technician ,4.0,single,,7181,0,,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,,6,7,1993,no
323,35,No,travel_rarely,1276.0,,16,3,life sciences,586.0,4.0,H,72.0,3.0,3.0, healthcare representative ,3.0,,,14295,4,yes,12.0,3.0,3.0,,0.0,10.0,2.0,3.0,8.0,,0,0,1988,no
324,48,No,travel_rarely,163.0,,2,5,,595.0,2.0,M,37.0,3.0,2.0, sales executive ,4.0,married,4051.0,19658,2,no,14.0,3.0,1.0,,1.0,14.0,2.0,3.0,9.0,,6,7,1975,yes
325,45,No,travel_rarely,561.0,,2,3,other,,4.0,H,61.0,3.0,2.0, sales executive ,2.0,,4805.0,16177,0,no,19.0,3.0,2.0,,1.0,,3.0,4.0,8.0,,3,7,1978,yes
326,26,Yes,travel_frequently,426.0,,17,4,life sciences,608.0,2.0,M,58.0,3.0,1.0, human resources ,3.0,,2741.0,22808,0,yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,,7.0,,1,0,1997,yes
327,41,No,,509.0,,2,4,other,616.0,1.0,M,62.0,2.0,2.0, healthcare representative ,3.0,single,,2112,2,yes,17.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,8.0,,0,7,1982,yes
328,34,No,,258.0,,21,4,,621.0,4.0,H,74.0,4.0,2.0, sales executive ,4.0,single,5337.0,19921,1,,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,,5,7,1989,yes
329,31,No,travel_rarely,525.0,,6,4,medical,653.0,1.0,H,66.0,4.0,2.0, sales executive ,4.0,divorced,,6219,4,no,22.0,4.0,4.0,,2.0,13.0,4.0,4.0,7.0,,5,7,1992,yes
330,43,No,travel_frequently,,,9,5,,663.0,4.0,H,72.0,3.0,2.0, laboratory technician ,3.0,divorced,,19627,3,,13.0,3.0,2.0,,1.0,10.0,3.0,3.0,8.0,,4,7,1980,no
331,53,No,,238.0, sales ,1,1,,682.0,4.0,M,34.0,3.0,2.0, sales executive ,1.0,single,,7507,7,,20.0,4.0,4.0,,0.0,18.0,2.0,4.0,14.0,,8,10,1970,no
332,37,No,travel_rarely,482.0,,3,3,other,,3.0,H,36.0,3.0,3.0, manufacturing director ,3.0,married,9434.0,9606,1,no,15.0,,3.0,80.0,1.0,,2.0,3.0,10.0,,7,8,1986,yes
333,54,No,,397.0,,19,4,,,3.0,H,88.0,3.0,3.0, human resources ,2.0,,,6729,2,,15.0,,3.0,80.0,1.0,16.0,1.0,4.0,9.0,,7,1,1969,yes
334,38,No,travel_rarely,243.0, sales ,7,4,marketing,,4.0,M,46.0,2.0,2.0, sales executive ,4.0,,,7791,0,no,20.0,,1.0,,0.0,,2.0,3.0,7.0,,0,5,1985,yes
335,29,No,,806.0, research & development ,1,4,life sciences,710.0,2.0,H,76.0,1.0,1.0, research scientist ,4.0,divorced,,18959,1,,18.0,3.0,4.0,,1.0,10.0,5.0,3.0,10.0,,2,8,1994,yes
336,34,No,,1442.0,,9,3,medical,717.0,4.0,M,46.0,2.0,3.0, healthcare representative ,2.0,,,17654,1,,14.0,3.0,2.0,,0.0,9.0,3.0,4.0,8.0,,7,7,1989,no
337,39,No,,408.0,,2,4,technical degree,721.0,4.0,M,80.0,2.0,2.0, healthcare representative ,3.0,single,,20978,1,no,11.0,3.0,1.0,,0.0,20.0,4.0,3.0,20.0,7.0,11,10,1984,no
338,32,No,,929.0,,10,3,marketing,722.0,4.0,H,55.0,3.0,2.0, sales executive ,4.0,,5396.0,21703,1,,12.0,3.0,4.0,,0.0,10.0,2.0,2.0,10.0,,0,8,1991,yes
339,38,No,travel_rarely,827.0,,1,4,life sciences,724.0,2.0,M,33.0,4.0,2.0, healthcare representative ,4.0,,,19383,0,,13.0,3.0,3.0,,0.0,10.0,4.0,,9.0,,1,8,1985,yes
340,27,No,travel_rarely,,,1,2,life sciences,725.0,3.0,M,0.0,3.0,3.0, manufacturing director ,1.0,married,,6009,1,,11.0,3.0,4.0,,0.0,9.0,3.0,3.0,9.0,,0,7,1996,no
341,32,No,travel_rarely,1018.0,,3,2,life sciences,,3.0,M,39.0,3.0,3.0, research director ,4.0,single,11159.0,19373,3,,15.0,3.0,4.0,,0.0,10.0,6.0,3.0,7.0,,7,7,1991,no
342,47,No,,703.0,,35,4,marketing,728.0,4.0,H,42.0,3.0,2.0, sales executive ,1.0,single,4960.0,11825,2,,12.0,3.0,4.0,,0.0,20.0,2.0,3.0,7.0,,1,7,1976,no
343,27,No,travel_frequently,294.0,,10,2,,733.0,4.0,H,32.0,3.0,3.0, manufacturing director ,1.0,,8793.0,4809,1,no,21.0,4.0,3.0,,2.0,9.0,4.0,2.0,9.0,,1,7,1996,yes
344,41,No,,314.0,,1,3,,734.0,4.0,H,59.0,2.0,5.0, manager ,3.0,,19189.0,19562,1,no,12.0,,2.0,80.0,1.0,22.0,3.0,3.0,22.0,,2,10,1982,no
345,28,Yes,,654.0, research & development ,35,2,,,3.0,M,67.0,1.0,1.0, research scientist ,2.0,,2216.0,3872,7,yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,,3,7,1995,yes
346,36,No,,427.0, research & development ,8,3,,742.0,1.0,M,63.0,4.0,3.0, research director ,1.0,married,11713.0,20335,9,,14.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,8.0,,0,5,1987,no
347,30,No,,501.0,,27,5,marketing,747.0,3.0,H,99.0,3.0,2.0, sales executive ,4.0,divorced,5304.0,25275,7,no,23.0,,4.0,80.0,1.0,10.0,2.0,2.0,8.0,,7,7,1993,yes
348,56,No,travel_rarely,,,9,3,,762.0,3.0,H,81.0,3.0,4.0, healthcare representative ,4.0,married,11103.0,20420,7,no,11.0,3.0,3.0,,0.0,30.0,1.0,2.0,10.0,,1,1,1967,no
349,45,No,travel_rarely,954.0,,2,2,,783.0,2.0,H,46.0,1.0,2.0, sales representative ,3.0,single,6632.0,12388,0,no,13.0,3.0,1.0,,0.0,9.0,3.0,3.0,8.0,,3,1,1978,yes
350,36,No,non-travel,1434.0,,8,4,,789.0,1.0,H,76.0,2.0,3.0, sales executive ,1.0,single,7587.0,14229,1,,15.0,3.0,2.0,80.0,0.0,10.0,1.0,3.0,10.0,,0,9,1987,no
351,29,No,,657.0,,27,3,medical,793.0,2.0,M,66.0,3.0,2.0, healthcare representative ,3.0,married,4335.0,25549,4,no,12.0,3.0,1.0,,1.0,11.0,3.0,2.0,8.0,,1,1,1994,yes
352,38,No,,240.0,,2,4,life sciences,803.0,1.0,M,75.0,4.0,2.0, manufacturing director ,1.0,single,5980.0,26085,6,,12.0,3.0,4.0,,0.0,17.0,2.0,3.0,15.0,,4,12,1985,yes
353,40,No,,791.0,,13,2,medical,,1.0,M,38.0,4.0,2.0, healthcare representative ,2.0,,4244.0,9931,1,no,24.0,4.0,4.0,,1.0,8.0,2.0,3.0,8.0,,3,7,1983,yes
354,42,No,travel_frequently,570.0,,8,3,,809.0,2.0,H,66.0,3.0,5.0, manager ,4.0,,,16225,1,no,13.0,3.0,2.0,,1.0,24.0,4.0,2.0,24.0,,14,9,1981,yes
355,36,No,travel_rarely,676.0,,1,3,other,823.0,3.0,M,35.0,3.0,2.0, manufacturing director ,2.0,,5228.0,23361,0,,15.0,3.0,1.0,,1.0,,2.0,3.0,9.0,,0,5,1987,no
356,29,No,travel_rarely,,,23,2,,,3.0,H,81.0,4.0,1.0, research scientist ,3.0,married,2700.0,23779,1,,24.0,4.0,3.0,,1.0,10.0,3.0,3.0,10.0,,0,7,1994,yes
357,55,Yes,,436.0,,2,1,medical,842.0,3.0,H,37.0,3.0,2.0, sales executive ,4.0,single,,21519,4,,16.0,3.0,3.0,80.0,0.0,,3.0,2.0,9.0,,7,3,1968,no
358,28,No,,760.0, sales ,2,4,,,2.0,M,81.0,3.0,2.0, sales executive ,2.0,,,3698,1,,20.0,4.0,1.0,,0.0,8.0,2.0,3.0,8.0,,7,5,1995,yes
359,26,Yes,,,,5,2,medical,,3.0,M,88.0,2.0,1.0, research scientist ,3.0,married,2366.0,20898,1,,14.0,3.0,1.0,,1.0,8.0,2.0,3.0,8.0,,1,7,1997,yes
360,44,No,,661.0,,9,2,,913.0,2.0,H,61.0,3.0,1.0, research scientist ,1.0,,,7508,1,yes,13.0,3.0,4.0,80.0,0.0,8.0,0.0,3.0,8.0,,7,1,1979,yes
361,41,Yes,,1085.0, research & development ,2,4,life sciences,927.0,2.0,M,57.0,1.0,1.0, laboratory technician ,4.0,divorced,,17725,4,yes,13.0,3.0,3.0,80.0,1.0,,1.0,2.0,7.0,,1,0,1982,yes
362,31,No,travel_rarely,154.0,,7,4,,941.0,2.0,H,41.0,2.0,1.0, sales representative ,3.0,,2329.0,11737,3,,15.0,,2.0,80.0,0.0,,2.0,4.0,7.0,,5,2,1992,no
363,26,No,travel_frequently,1283.0, sales ,28,3,medical,956.0,2.0,H,52.0,2.0,2.0, sales executive ,1.0,,4294.0,11148,1,,12.0,3.0,2.0,,0.0,,2.0,3.0,7.0,,0,7,1997,yes
364,31,No,,616.0,,12,3,medical,,4.0,M,41.0,3.0,2.0, healthcare representative ,4.0,,,17369,0,,11.0,3.0,3.0,,2.0,10.0,2.0,1.0,9.0,,8,5,1992,no
365,32,No,,498.0,,3,4,medical,966.0,3.0,M,93.0,3.0,2.0, manufacturing director ,1.0,married,6725.0,13554,1,,12.0,3.0,3.0,,1.0,8.0,2.0,4.0,8.0,,6,3,1991,no
366,36,Yes,travel_rarely,530.0,,3,1,life sciences,967.0,3.0,H,51.0,2.0,3.0, sales executive ,4.0,married,10325.0,5518,1,,11.0,,1.0,,1.0,,6.0,3.0,16.0,,3,7,1987,no
367,45,No,non-travel,805.0,,47,2,,972.0,4.0,H,57.0,3.0,2.0, laboratory technician ,2.0,,4447.0,23163,1,,12.0,3.0,2.0,,0.0,,5.0,2.0,9.0,,0,8,1978,yes
368,39,No,travel_rarely,903.0,,2,5,,,1.0,H,41.0,4.0,3.0, sales executive ,3.0,single,,2560,0,no,18.0,3.0,4.0,,0.0,9.0,3.0,3.0,8.0,,0,7,1984,no
369,36,No,non-travel,1229.0,,8,4,technical degree,990.0,1.0,H,84.0,3.0,2.0, sales executive ,4.0,divorced,,25952,4,no,13.0,,4.0,,2.0,12.0,3.0,3.0,7.0,,0,7,1987,yes
370,46,No,,566.0,,7,2,medical,,4.0,H,0.0,3.0,3.0, manufacturing director ,3.0,,10845.0,24208,6,,13.0,3.0,2.0,,1.0,,3.0,3.0,8.0,,0,7,1977,no
371,54,No,travel_rarely,1441.0,,17,3,technical degree,1013.0,3.0,M,56.0,3.0,3.0, manufacturing director ,3.0,,,13943,8,,11.0,,3.0,80.0,1.0,22.0,2.0,3.0,10.0,,0,8,1969,yes
372,30,No,travel_rarely,153.0,,8,2,,1015.0,2.0,M,73.0,4.0,3.0, research director ,1.0,,,17802,0,yes,12.0,3.0,3.0,,3.0,,4.0,2.0,8.0,,1,7,1993,yes
373,26,No,,1066.0,,2,2,medical,1018.0,4.0,H,32.0,4.0,2.0, manufacturing director ,4.0,married,5472.0,3334,1,,12.0,3.0,2.0,,0.0,,2.0,3.0,8.0,,1,3,1997,no
374,55,No,travel_frequently,135.0,,18,4,medical,1034.0,3.0,H,62.0,3.0,2.0, healthcare representative ,2.0,married,6385.0,12992,3,,14.0,3.0,4.0,80.0,2.0,,3.0,3.0,8.0,,6,7,1968,yes
375,50,No,non-travel,145.0, sales ,1,3,life sciences,,4.0,M,95.0,3.0,2.0, sales executive ,3.0,married,6347.0,24920,0,,12.0,3.0,1.0,,1.0,,3.0,3.0,18.0,,0,13,1973,yes
376,32,No,non-travel,1109.0,,29,4,,1046.0,4.0,M,69.0,3.0,1.0, laboratory technician ,3.0,single,,11135,9,no,12.0,3.0,2.0,,0.0,10.0,2.0,3.0,8.0,,7,7,1991,yes
377,53,No,travel_frequently,124.0,,2,3,marketing,1050.0,3.0,M,38.0,2.0,3.0, sales executive ,2.0,,7525.0,23537,2,,12.0,3.0,1.0,,1.0,30.0,2.0,,15.0,,6,12,1970,yes
378,40,No,travel_rarely,300.0,,26,3,,,3.0,H,74.0,3.0,2.0, sales executive ,1.0,married,,22217,1,,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,7.0,,7,5,1983,no
379,55,No,,444.0,,2,1,,1074.0,3.0,H,40.0,2.0,4.0, manager ,1.0,single,,17323,7,no,15.0,3.0,2.0,,0.0,,3.0,4.0,9.0,,6,2,1968,yes
380,28,Yes,non-travel,1366.0,,24,2,,1082.0,2.0,H,72.0,2.0,3.0, healthcare representative ,1.0,single,,12355,1,no,12.0,3.0,1.0,,0.0,10.0,2.0,2.0,10.0,,1,9,1995,no
381,28,No,travel_rarely,857.0,,10,3,other,1097.0,3.0,M,59.0,3.0,2.0, research scientist ,3.0,single,3660.0,7909,3,no,13.0,3.0,4.0,80.0,0.0,,4.0,4.0,8.0,,1,7,1995,yes
382,35,Yes,,1204.0,,4,3,technical degree,1100.0,4.0,H,86.0,3.0,3.0, sales executive ,1.0,,,10333,0,,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,,4,7,1988,yes
383,33,Yes,travel_frequently,827.0, research & development ,36,4,medical,1101.0,3.0,M,54.0,2.0,2.0, research scientist ,3.0,single,,3129,1,no,22.0,4.0,2.0,,0.0,14.0,4.0,3.0,13.0,,3,8,1990,yes
384,25,Yes,,1219.0, research & development ,4,1,technical degree,1106.0,4.0,H,32.0,3.0,1.0, laboratory technician ,4.0,married,,4605,1,,15.0,,2.0,,1.0,7.0,3.0,4.0,7.0,,5,6,1998,yes
385,38,No,,770.0, sales ,10,4,,1119.0,3.0,H,0.0,2.0,3.0, sales executive ,3.0,,8740.0,5569,0,yes,14.0,3.0,2.0,,2.0,9.0,2.0,,8.0,,2,7,1985,yes
386,28,No,,950.0,,12,3,,,1.0,M,93.0,3.0,3.0, manufacturing director ,2.0,,,8039,0,,17.0,3.0,2.0,80.0,3.0,,3.0,2.0,9.0,,1,7,1995,yes
387,43,No,travel_frequently,1082.0,,27,3,life sciences,1126.0,3.0,M,83.0,3.0,3.0, manufacturing director ,1.0,married,,11535,8,no,11.0,3.0,3.0,,1.0,18.0,1.0,3.0,8.0,,0,1,1980,no
388,39,Yes,travel_frequently,203.0, research & development ,2,3,life sciences,,1.0,H,84.0,3.0,4.0, healthcare representative ,4.0,,,13547,7,no,11.0,3.0,4.0,,3.0,21.0,4.0,3.0,18.0,,11,5,1984,no
389,40,No,travel_rarely,1308.0,,14,3,,1128.0,3.0,H,44.0,2.0,5.0, research director ,3.0,,,17544,1,no,14.0,,1.0,80.0,0.0,,2.0,,20.0,,4,9,1983,yes
390,29,No,travel_rarely,718.0,,8,1,medical,,2.0,H,79.0,2.0,2.0, manufacturing director ,4.0,married,,17689,1,,15.0,3.0,3.0,80.0,1.0,10.0,2.0,2.0,10.0,,1,2,1994,yes
391,40,No,,593.0,,32,4,,,2.0,M,88.0,3.0,3.0, research director ,3.0,,13499.0,13782,9,no,17.0,3.0,3.0,,0.0,20.0,3.0,2.0,18.0,,2,13,1983,no
392,26,No,travel_rarely,1384.0,,3,4,,1177.0,1.0,H,82.0,4.0,1.0, laboratory technician ,4.0,,,13421,1,,22.0,4.0,2.0,,1.0,8.0,2.0,3.0,8.0,,0,7,1997,yes
393,35,No,travel_rarely,819.0,,2,3,,1182.0,3.0,H,44.0,2.0,3.0, manufacturing director ,2.0,divorced,,19588,2,no,18.0,3.0,2.0,80.0,1.0,15.0,2.0,4.0,7.0,,6,4,1988,yes
394,53,No,,1223.0, research & development ,7,2,medical,1201.0,4.0,M,50.0,3.0,5.0, manager ,3.0,divorced,,18640,3,no,18.0,3.0,2.0,,1.0,26.0,6.0,3.0,7.0,,4,7,1970,no
395,35,No,,1361.0,,17,4,life sciences,1218.0,3.0,H,94.0,3.0,2.0, sales executive ,1.0,,,21026,3,,15.0,3.0,4.0,,3.0,15.0,2.0,3.0,7.0,,1,7,1988,yes
396,33,No,,1146.0,,25,3,medical,1220.0,2.0,M,0.0,3.0,2.0, sales executive ,3.0,,,4905,1,no,12.0,3.0,1.0,,1.0,,3.0,2.0,10.0,,0,1,1990,yes
397,36,No,,, research & development ,6,4,life sciences,,3.0,H,60.0,1.0,1.0, laboratory technician ,3.0,divorced,,6865,1,no,14.0,3.0,3.0,,1.0,,4.0,3.0,7.0,,1,7,1987,yes
398,30,No,travel_rarely,853.0,,7,4,life sciences,1224.0,3.0,H,49.0,3.0,2.0, laboratory technician ,3.0,divorced,3491.0,11309,1,,13.0,,1.0,,3.0,,4.0,2.0,10.0,,8,9,1993,yes
399,60,No,,,,29,4,,,2.0,H,52.0,4.0,2.0, sales executive ,4.0,divorced,5220.0,10893,0,,18.0,3.0,2.0,,1.0,12.0,3.0,3.0,11.0,,1,9,1963,yes
400,32,No,,1316.0,,2,2,life sciences,1235.0,4.0,M,38.0,3.0,2.0, research scientist ,3.0,single,,2338,4,yes,14.0,3.0,4.0,,0.0,10.0,2.0,3.0,8.0,,0,7,1991,no
401,36,No,,363.0,,1,3,technical degree,1237.0,3.0,M,0.0,1.0,3.0, manufacturing director ,1.0,divorced,10252.0,4235,2,yes,21.0,4.0,3.0,,1.0,17.0,2.0,3.0,7.0,,7,7,1987,yes
402,27,No,travel_rarely,1103.0,,14,3,,,1.0,H,42.0,3.0,1.0, research scientist ,1.0,,,14377,1,,14.0,3.0,4.0,80.0,2.0,,3.0,2.0,9.0,,6,8,1996,yes
403,43,No,,920.0, research & development ,3,3,life sciences,1255.0,3.0,H,96.0,1.0,5.0, research director ,4.0,,19740.0,18625,3,no,14.0,3.0,2.0,80.0,1.0,,2.0,3.0,8.0,,0,7,1980,yes
404,29,No,travel_rarely,694.0,,1,3,,1264.0,4.0,M,0.0,2.0,4.0, research director ,4.0,divorced,,3423,3,no,14.0,3.0,2.0,,2.0,9.0,2.0,2.0,7.0,,1,7,1994,yes
405,59,No,,1429.0,,24,4,,1283.0,2.0,H,67.0,3.0,3.0, manufacturing director ,4.0,single,,20002,6,no,12.0,3.0,4.0,,0.0,,6.0,2.0,9.0,,5,4,1964,no
406,43,No,travel_rarely,531.0,,4,4,marketing,1293.0,4.0,M,56.0,2.0,3.0, sales executive ,4.0,single,,20364,3,no,14.0,3.0,4.0,,0.0,23.0,3.0,4.0,21.0,,15,17,1980,yes
407,44,Yes,travel_rarely,621.0,,15,3,medical,1295.0,1.0,M,73.0,3.0,3.0, healthcare representative ,4.0,married,,14075,1,,11.0,3.0,4.0,80.0,1.0,,2.0,3.0,10.0,,0,5,1979,yes
408,29,Yes,,806.0, research & development ,7,3,technical degree,,2.0,M,39.0,3.0,1.0, laboratory technician ,3.0,divorced,,17285,3,yes,13.0,3.0,1.0,,2.0,10.0,2.0,3.0,7.0,,7,7,1994,yes
409,32,No,travel_rarely,604.0,,8,3,,,3.0,H,56.0,4.0,2.0, sales executive ,4.0,married,6209.0,11693,1,,15.0,3.0,3.0,,2.0,,4.0,4.0,10.0,,0,8,1991,no
410,36,No,travel_rarely,325.0,,10,4,technical degree,,4.0,M,63.0,3.0,3.0, healthcare representative ,3.0,married,7094.0,5747,3,no,12.0,3.0,1.0,,0.0,,0.0,3.0,7.0,,1,7,1987,yes
411,52,Yes,,1030.0, sales ,5,3,,,2.0,H,64.0,3.0,3.0, sales executive ,2.0,single,,21534,9,yes,19.0,3.0,3.0,,0.0,,2.0,2.0,8.0,,7,7,1971,yes
412,39,No,travel_rarely,524.0,,33,2,,1322.0,1.0,H,32.0,3.0,2.0, manufacturing director ,3.0,single,4534.0,13352,0,,11.0,3.0,1.0,,0.0,,6.0,,8.0,,1,7,1984,yes
413,34,No,,943.0,,9,3,,1344.0,4.0,H,86.0,3.0,3.0, healthcare representative ,4.0,,8500.0,5494,0,,11.0,,4.0,80.0,1.0,10.0,0.0,2.0,9.0,,1,6,1989,yes
414,38,No,,1009.0,,2,2,life sciences,1355.0,2.0,M,31.0,3.0,2.0, sales executive ,1.0,,,19461,3,,15.0,3.0,4.0,,1.0,11.0,3.0,3.0,7.0,,1,7,1985,yes
415,36,No,travel_frequently,607.0, sales ,12,3,marketing,1362.0,1.0,M,83.0,4.0,2.0, sales executive ,1.0,married,4639.0,2261,2,no,16.0,3.0,4.0,,1.0,,2.0,2.0,15.0,,6,13,1987,yes
416,35,No,,817.0,,1,3,,1369.0,4.0,M,60.0,2.0,2.0, laboratory technician ,4.0,,5363.0,10846,0,no,12.0,3.0,2.0,80.0,1.0,10.0,0.0,3.0,9.0,,0,0,1988,no
417,55,Yes,,,,13,4,,,1.0,H,85.0,4.0,4.0, sales executive ,3.0,,,9277,6,,17.0,3.0,3.0,80.0,0.0,,2.0,2.0,19.0,,3,8,1968,yes
418,34,No,,,,29,3,,1377.0,2.0,H,86.0,3.0,2.0, laboratory technician ,3.0,,,17491,4,,13.0,3.0,1.0,,2.0,10.0,1.0,3.0,8.0,,7,7,1989,no
419,43,No,,930.0,,6,3,medical,1402.0,1.0,M,73.0,2.0,2.0, research scientist ,3.0,single,4081.0,20003,1,yes,14.0,3.0,1.0,,0.0,20.0,3.0,1.0,20.0,,1,8,1980,no
420,42,No,travel_rarely,1147.0,,10,3,human resources,1408.0,3.0,M,31.0,3.0,4.0, manager ,1.0,married,,16616,0,,14.0,3.0,3.0,80.0,1.0,21.0,5.0,3.0,20.0,,0,9,1981,no
421,26,No,travel_rarely,652.0,,7,3,,1417.0,3.0,H,100.0,4.0,1.0, laboratory technician ,1.0,single,3578.0,23577,0,no,12.0,3.0,4.0,,0.0,8.0,2.0,3.0,7.0,,0,7,1997,yes
422,29,Yes,,337.0,,14,1,other,1421.0,3.0,M,84.0,3.0,3.0, healthcare representative ,4.0,single,,22930,0,yes,12.0,3.0,1.0,,0.0,,1.0,3.0,8.0,,7,7,1994,yes
423,54,No,,971.0, research & development ,1,3,,1422.0,4.0,M,54.0,3.0,4.0, research director ,4.0,,17328.0,5652,6,,19.0,3.0,4.0,,0.0,29.0,3.0,2.0,20.0,,12,7,1969,no
424,55,No,,1136.0,,1,4,,1424.0,2.0,H,81.0,4.0,4.0, research director ,4.0,divorced,,12414,2,no,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,,0,0,1968,yes
425,40,No,non-travel,663.0,,9,4,other,,3.0,H,81.0,3.0,2.0, laboratory technician ,3.0,,,23099,3,no,11.0,3.0,3.0,80.0,2.0,11.0,2.0,,8.0,,0,7,1983,yes
426,31,No,,326.0,,8,2,,,1.0,H,31.0,3.0,3.0, sales executive ,4.0,divorced,10793.0,8386,1,,18.0,,1.0,,1.0,13.0,5.0,3.0,13.0,,9,9,1992,yes
427,46,Yes,,377.0,,9,3,marketing,1457.0,1.0,H,52.0,3.0,3.0, sales executive ,4.0,divorced,,15986,4,no,11.0,3.0,1.0,,1.0,28.0,1.0,4.0,7.0,,4,3,1977,yes
428,45,No,travel_rarely,1038.0,,20,3,medical,1460.0,2.0,H,95.0,1.0,3.0, healthcare representative ,1.0,,10851.0,19863,2,yes,18.0,3.0,2.0,80.0,1.0,,2.0,3.0,7.0,,0,7,1978,no
429,49,No,travel_rarely,1490.0,,7,4,life sciences,1484.0,3.0,H,35.0,3.0,3.0, healthcare representative ,2.0,divorced,10466.0,20948,3,,14.0,3.0,2.0,,2.0,29.0,3.0,3.0,8.0,,0,7,1974,no
430,29,No,travel_rarely,1246.0,,19,3,,1497.0,3.0,H,77.0,2.0,2.0, sales executive ,3.0,,,23757,1,,14.0,3.0,3.0,,2.0,10.0,3.0,3.0,10.0,,0,4,1994,yes
431,29,Yes,,224.0,,1,4,technical degree,1522.0,1.0,H,100.0,2.0,1.0, research scientist ,1.0,single,2362.0,7568,6,no,13.0,3.0,3.0,,0.0,,2.0,1.0,9.0,,0,7,1994,yes
432,29,No,,441.0,,8,1,other,1544.0,3.0,M,39.0,1.0,2.0, healthcare representative ,1.0,,,7288,3,no,13.0,3.0,3.0,,1.0,9.0,3.0,3.0,7.0,,0,7,1994,yes
433,40,No,travel_rarely,898.0, human resources ,6,2,,,3.0,H,38.0,3.0,4.0, manager ,4.0,single,,17381,1,yes,21.0,4.0,4.0,80.0,0.0,21.0,2.0,3.0,21.0,,7,7,1983,yes
434,48,No,,, sales ,16,4,life sciences,,3.0,M,96.0,3.0,2.0, sales executive ,3.0,divorced,6439.0,13693,8,no,14.0,3.0,3.0,,1.0,18.0,2.0,,8.0,,7,7,1975,yes
435,53,Yes,,607.0,,2,5,,1572.0,3.0,M,78.0,2.0,3.0, manufacturing director ,4.0,married,,14618,0,,16.0,3.0,2.0,,1.0,,4.0,3.0,33.0,,1,9,1970,yes
436,44,No,,1313.0,,7,3,medical,1608.0,2.0,M,31.0,3.0,5.0, research director ,4.0,,,3549,0,yes,14.0,,4.0,80.0,1.0,,4.0,2.0,22.0,,1,10,1979,no
