,Age,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
380,28,Yes,non-travel,1366.0,24,2,unknown,1082.0,2.0,H,72.0,2.0,3.0, healthcare representative ,1.0,single,12355,1,no,12.0,3.0,1.0,0.0,10.0,2.0,2.0,10.0,1,9,1995,no
381,28,No,travel_rarely,857.0,10,3,other,1097.0,3.0,M,59.0,3.0,2.0, research scientist ,3.0,single,7909,3,no,13.0,3.0,4.0,0.0,,4.0,4.0,8.0,1,7,1995,yes
382,35,Yes,travel_rarely,1204.0,4,3,technical degree,1100.0,4.0,H,86.0,3.0,3.0, sales executive ,1.0,unknown,10333,0,no,22.0,4.0,1.0,0.0,9.0,2.0,3.0,8.0,4,7,1988,yes
383,33,Yes,travel_frequently,827.0,36,4,medical,1101.0,3.0,M,54.0,2.0,2.0, research scientist ,3.0,single,3129,1,no,22.0,4.0,2.0,0.0,14.0,4.0,3.0,13.0,3,8,1990,yes
384,25,Yes,travel_rarely,1219.0,4,1,technical degree,1106.0,4.0,H,32.0,3.0,1.0, laboratory technician ,4.0,married,4605,1,no,15.0,3.0,2.0,1.0,7.0,3.0,4.0,7.0,5,6,1998,yes
385,38,No,travel_rarely,770.0,10,4,unknown,1119.0,3.0,H,0.0,2.0,3.0, sales executive ,3.0,unknown,5569,0,yes,14.0,3.0,2.0,2.0,9.0,2.0,3.0,8.0,2,7,1985,yes
386,28,No,travel_rarely,950.0,12,3,unknown,,1.0,M,93.0,3.0,3.0, manufacturing director ,2.0,unknown,8039,0,no,17.0,3.0,2.0,3.0,,3.0,2.0,9.0,1,7,1995,yes
387,43,No,travel_frequently,1082.0,27,3,life sciences,1126.0,3.0,M,83.0,3.0,3.0, manufacturing director ,1.0,married,11535,8,no,11.0,3.0,3.0,1.0,18.0,1.0,3.0,8.0,0,1,1980,no
388,39,Yes,travel_frequently,203.0,2,3,life sciences,,1.0,H,84.0,3.0,4.0, healthcare representative ,4.0,unknown,13547,7,no,11.0,3.0,4.0,3.0,21.0,4.0,3.0,18.0,11,5,1984,no
389,40,No,travel_rarely,1308.0,14,3,unknown,1128.0,3.0,H,44.0,2.0,5.0, research director ,3.0,unknown,17544,1,no,14.0,3.0,1.0,0.0,,2.0,3.0,20.0,4,9,1983,yes
390,29,No,travel_rarely,718.0,8,1,medical,,2.0,H,79.0,2.0,2.0, manufacturing director ,4.0,married,17689,1,no,15.0,3.0,3.0,1.0,10.0,2.0,2.0,10.0,1,2,1994,yes
391,40,No,travel_rarely,593.0,32,4,unknown,,2.0,M,88.0,3.0,3.0, research director ,3.0,unknown,13782,9,no,17.0,3.0,3.0,0.0,20.0,3.0,2.0,18.0,2,13,1983,no
392,26,No,travel_rarely,1384.0,3,4,unknown,1177.0,1.0,H,82.0,4.0,1.0, laboratory technician ,4.0,unknown,13421,1,no,22.0,4.0,2.0,1.0,8.0,2.0,3.0,8.0,0,7,1997,yes
393,35,No,travel_rarely,819.0,2,3,unknown,1182.0,3.0,H,44.0,2.0,3.0, manufacturing director ,2.0,divorced,19588,2,no,18.0,3.0,2.0,1.0,15.0,2.0,4.0,7.0,6,4,1988,yes
394,53,No,travel_rarely,1223.0,7,2,medical,1201.0,4.0,M,50.0,3.0,5.0, manager ,3.0,divorced,18640,3,no,18.0,3.0,2.0,1.0,26.0,6.0,3.0,7.0,4,7,1970,no
395,35,No,travel_rarely,1361.0,17,4,life sciences,1218.0,3.0,H,94.0,3.0,2.0, sales executive ,1.0,unknown,21026,3,no,15.0,3.0,4.0,3.0,15.0,2.0,3.0,7.0,1,7,1988,yes
396,33,No,travel_rarely,1146.0,25,3,medical,1220.0,2.0,M,0.0,3.0,2.0, sales executive ,3.0,unknown,4905,1,no,12.0,3.0,1.0,1.0,,3.0,2.0,10.0,0,1,1990,yes
397,36,No,travel_rarely,804.0,6,4,life sciences,,3.0,H,60.0,1.0,1.0, laboratory technician ,3.0,divorced,6865,1,no,14.0,3.0,3.0,1.0,,4.0,3.0,7.0,1,7,1987,yes
398,30,No,travel_rarely,853.0,7,4,life sciences,1224.0,3.0,H,49.0,3.0,2.0, laboratory technician ,3.0,divorced,11309,1,no,13.0,3.0,1.0,3.0,,4.0,2.0,10.0,8,9,1993,yes
399,60,No,travel_rarely,804.0,29,4,unknown,,2.0,H,52.0,4.0,2.0, sales executive ,4.0,divorced,10893,0,no,18.0,3.0,2.0,1.0,12.0,3.0,3.0,11.0,1,9,1963,yes
400,32,No,travel_rarely,1316.0,2,2,life sciences,1235.0,4.0,M,38.0,3.0,2.0, research scientist ,3.0,single,2338,4,yes,14.0,3.0,4.0,0.0,10.0,2.0,3.0,8.0,0,7,1991,no
401,36,No,travel_rarely,363.0,1,3,technical degree,1237.0,3.0,M,0.0,1.0,3.0, manufacturing director ,1.0,divorced,4235,2,yes,21.0,4.0,3.0,1.0,17.0,2.0,3.0,7.0,7,7,1987,yes
402,27,No,travel_rarely,1103.0,14,3,unknown,,1.0,H,42.0,3.0,1.0, research scientist ,1.0,unknown,14377,1,no,14.0,3.0,4.0,2.0,,3.0,2.0,9.0,6,8,1996,yes
403,43,No,travel_rarely,920.0,3,3,life sciences,1255.0,3.0,H,96.0,1.0,5.0, research director ,4.0,unknown,18625,3,no,14.0,3.0,2.0,1.0,,2.0,3.0,8.0,0,7,1980,yes
404,29,No,travel_rarely,694.0,1,3,unknown,1264.0,4.0,M,0.0,2.0,4.0, research director ,4.0,divorced,3423,3,no,14.0,3.0,2.0,2.0,9.0,2.0,2.0,7.0,1,7,1994,yes
405,59,No,travel_rarely,1429.0,24,4,unknown,1283.0,2.0,H,67.0,3.0,3.0, manufacturing director ,4.0,single,20002,6,no,12.0,3.0,4.0,0.0,,6.0,2.0,9.0,5,4,1964,no
406,43,No,travel_rarely,531.0,4,4,marketing,1293.0,4.0,M,56.0,2.0,3.0, sales executive ,4.0,single,20364,3,no,14.0,3.0,4.0,0.0,23.0,3.0,4.0,21.0,15,17,1980,yes
407,44,Yes,travel_rarely,621.0,15,3,medical,1295.0,1.0,M,73.0,3.0,3.0, healthcare representative ,4.0,married,14075,1,no,11.0,3.0,4.0,1.0,,2.0,3.0,10.0,0,5,1979,yes
408,29,Yes,travel_rarely,806.0,7,3,technical degree,,2.0,M,39.0,3.0,1.0, laboratory technician ,3.0,divorced,17285,3,yes,13.0,3.0,1.0,2.0,10.0,2.0,3.0,7.0,7,7,1994,yes
409,32,No,travel_rarely,604.0,8,3,unknown,,3.0,H,56.0,4.0,2.0, sales executive ,4.0,married,11693,1,no,15.0,3.0,3.0,2.0,,4.0,4.0,10.0,0,8,1991,no
410,36,No,travel_rarely,325.0,10,4,technical degree,,4.0,M,63.0,3.0,3.0, healthcare representative ,3.0,married,5747,3,no,12.0,3.0,1.0,0.0,,0.0,3.0,7.0,1,7,1987,yes
411,52,Yes,travel_rarely,1030.0,5,3,unknown,,2.0,H,64.0,3.0,3.0, sales executive ,2.0,single,21534,9,yes,19.0,3.0,3.0,0.0,,2.0,2.0,8.0,7,7,1971,yes
412,39,No,travel_rarely,524.0,33,2,unknown,1322.0,1.0,H,32.0,3.0,2.0, manufacturing director ,3.0,single,13352,0,no,11.0,3.0,1.0,0.0,,6.0,3.0,8.0,1,7,1984,yes
413,34,No,travel_rarely,943.0,9,3,unknown,1344.0,4.0,H,86.0,3.0,3.0, healthcare representative ,4.0,unknown,5494,0,no,11.0,3.0,4.0,1.0,10.0,0.0,2.0,9.0,1,6,1989,yes
414,38,No,travel_rarely,1009.0,2,2,life sciences,1355.0,2.0,M,31.0,3.0,2.0, sales executive ,1.0,unknown,19461,3,no,15.0,3.0,4.0,1.0,11.0,3.0,3.0,7.0,1,7,1985,yes
415,36,No,travel_frequently,607.0,12,3,marketing,1362.0,1.0,M,83.0,4.0,2.0, sales executive ,1.0,married,2261,2,no,16.0,3.0,4.0,1.0,,2.0,2.0,15.0,6,13,1987,yes
416,35,No,travel_rarely,817.0,1,3,unknown,1369.0,4.0,M,60.0,2.0,2.0, laboratory technician ,4.0,unknown,10846,0,no,12.0,3.0,2.0,1.0,10.0,0.0,3.0,9.0,0,0,1988,no
417,55,Yes,travel_rarely,804.0,13,4,unknown,,1.0,H,85.0,4.0,4.0, sales executive ,3.0,unknown,9277,6,no,17.0,3.0,3.0,0.0,,2.0,2.0,19.0,3,8,1968,yes
418,34,No,travel_rarely,804.0,29,3,unknown,1377.0,2.0,H,86.0,3.0,2.0, laboratory technician ,3.0,unknown,17491,4,no,13.0,3.0,1.0,2.0,10.0,1.0,3.0,8.0,7,7,1989,no
419,43,No,travel_rarely,930.0,6,3,medical,1402.0,1.0,M,73.0,2.0,2.0, research scientist ,3.0,single,20003,1,yes,14.0,3.0,1.0,0.0,20.0,3.0,1.0,20.0,1,8,1980,no
420,42,No,travel_rarely,1147.0,10,3,human resources,1408.0,3.0,M,31.0,3.0,4.0, manager ,1.0,married,16616,0,no,14.0,3.0,3.0,1.0,21.0,5.0,3.0,20.0,0,9,1981,no
421,26,No,travel_rarely,652.0,7,3,unknown,1417.0,3.0,H,100.0,4.0,1.0, laboratory technician ,1.0,single,23577,0,no,12.0,3.0,4.0,0.0,8.0,2.0,3.0,7.0,0,7,1997,yes
422,29,Yes,travel_rarely,337.0,14,1,other,1421.0,3.0,M,84.0,3.0,3.0, healthcare representative ,4.0,single,22930,0,yes,12.0,3.0,1.0,0.0,,1.0,3.0,8.0,7,7,1994,yes
423,54,No,travel_rarely,971.0,1,3,unknown,1422.0,4.0,M,54.0,3.0,4.0, research director ,4.0,unknown,5652,6,no,19.0,3.0,4.0,0.0,29.0,3.0,2.0,20.0,12,7,1969,no
424,55,No,travel_rarely,1136.0,1,4,unknown,1424.0,2.0,H,81.0,4.0,4.0, research director ,4.0,divorced,12414,2,no,13.0,3.0,4.0,2.0,31.0,4.0,4.0,7.0,0,0,1968,yes
425,40,No,non-travel,663.0,9,4,other,,3.0,H,81.0,3.0,2.0, laboratory technician ,3.0,unknown,23099,3,no,11.0,3.0,3.0,2.0,11.0,2.0,3.0,8.0,0,7,1983,yes
426,31,No,travel_rarely,326.0,8,2,unknown,,1.0,H,31.0,3.0,3.0, sales executive ,4.0,divorced,8386,1,no,18.0,3.0,1.0,1.0,13.0,5.0,3.0,13.0,9,9,1992,yes
427,46,Yes,travel_rarely,377.0,9,3,marketing,1457.0,1.0,H,52.0,3.0,3.0, sales executive ,4.0,divorced,15986,4,no,11.0,3.0,1.0,1.0,28.0,1.0,4.0,7.0,4,3,1977,yes
428,45,No,travel_rarely,1038.0,20,3,medical,1460.0,2.0,H,95.0,1.0,3.0, healthcare representative ,1.0,unknown,19863,2,yes,18.0,3.0,2.0,1.0,,2.0,3.0,7.0,0,7,1978,no
429,49,No,travel_rarely,1490.0,7,4,life sciences,1484.0,3.0,H,35.0,3.0,3.0, healthcare representative ,2.0,divorced,20948,3,no,14.0,3.0,2.0,2.0,29.0,3.0,3.0,8.0,0,7,1974,no
430,29,No,travel_rarely,1246.0,19,3,unknown,1497.0,3.0,H,77.0,2.0,2.0, sales executive ,3.0,unknown,23757,1,no,14.0,3.0,3.0,2.0,10.0,3.0,3.0,10.0,0,4,1994,yes
431,29,Yes,travel_rarely,224.0,1,4,technical degree,1522.0,1.0,H,100.0,2.0,1.0, research scientist ,1.0,single,7568,6,no,13.0,3.0,3.0,0.0,,2.0,1.0,9.0,0,7,1994,yes
432,29,No,travel_rarely,441.0,8,1,other,1544.0,3.0,M,39.0,1.0,2.0, healthcare representative ,1.0,unknown,7288,3,no,13.0,3.0,3.0,1.0,9.0,3.0,3.0,7.0,0,7,1994,yes
433,40,No,travel_rarely,898.0,6,2,unknown,,3.0,H,38.0,3.0,4.0, manager ,4.0,single,17381,1,yes,21.0,4.0,4.0,0.0,21.0,2.0,3.0,21.0,7,7,1983,yes
434,48,No,travel_rarely,804.0,16,4,life sciences,,3.0,M,96.0,3.0,2.0, sales executive ,3.0,divorced,13693,8,no,14.0,3.0,3.0,1.0,18.0,2.0,3.0,8.0,7,7,1975,yes
435,53,Yes,travel_rarely,607.0,2,5,unknown,1572.0,3.0,M,78.0,2.0,3.0, manufacturing director ,4.0,married,14618,0,no,16.0,3.0,2.0,1.0,,4.0,3.0,33.0,1,9,1970,yes
436,44,No,travel_rarely,1313.0,7,3,medical,1608.0,2.0,M,31.0,3.0,5.0, research director ,4.0,unknown,3549,0,yes,14.0,3.0,4.0,1.0,,4.0,2.0,22.0,1,10,1979,no
437,45,No,travel_rarely,1015.0,5,5,unknown,1611.0,3.0,M,50.0,1.0,2.0, laboratory technician ,1.0,unknown,23447,1,no,14.0,3.0,1.0,0.0,10.0,3.0,3.0,10.0,1,4,1978,no
438,45,No,non-travel,804.0,26,3,marketing,1612.0,1.0,H,52.0,2.0,2.0, sales executive ,1.0,unknown,24162,1,no,15.0,3.0,1.0,1.0,10.0,2.0,3.0,10.0,4,5,1978,no
439,34,No,travel_frequently,426.0,10,4,unknown,1615.0,3.0,H,42.0,4.0,2.0, manufacturing director ,4.0,unknown,17000,1,no,13.0,3.0,1.0,1.0,9.0,3.0,3.0,9.0,7,2,1989,yes
440,39,No,travel_rarely,1387.0,10,5,medical,,2.0,H,76.0,3.0,2.0, manufacturing director ,1.0,unknown,3835,2,no,13.0,3.0,4.0,3.0,,3.0,3.0,7.0,7,7,1984,no
441,27,No,travel_rarely,1302.0,36,3,unknown,1619.0,3.0,H,0.0,2.0,1.0, laboratory technician ,1.0,divorced,16290,1,no,11.0,3.0,1.0,2.0,7.0,3.0,3.0,7.0,0,7,1996,yes
442,45,No,travel_rarely,1329.0,2,2,unknown,1635.0,4.0,M,59.0,2.0,2.0, manufacturing director ,4.0,divorced,5388,1,no,19.0,3.0,1.0,2.0,10.0,3.0,3.0,10.0,3,9,1978,yes
443,44,No,travel_rarely,602.0,1,5,unknown,1642.0,1.0,H,37.0,3.0,2.0, human resources ,4.0,married,10503,4,yes,11.0,3.0,3.0,0.0,14.0,3.0,3.0,10.0,0,2,1979,yes
444,25,No,travel_rarely,772.0,2,1,life sciences,1653.0,4.0,H,77.0,4.0,2.0, manufacturing director ,3.0,divorced,4973,1,no,17.0,3.0,3.0,2.0,7.0,6.0,3.0,7.0,0,7,1998,no
445,49,No,travel_rarely,809.0,1,3,unknown,,3.0,H,36.0,3.0,4.0, manager ,3.0,single,22384,4,no,14.0,3.0,1.0,0.0,23.0,2.0,3.0,8.0,0,0,1974,yes
446,48,Yes,travel_frequently,804.0,7,2,unknown,1691.0,4.0,M,95.0,3.0,1.0, sales representative ,3.0,unknown,11740,2,no,11.0,3.0,3.0,2.0,19.0,3.0,3.0,9.0,7,7,1975,no
447,26,No,travel_rarely,786.0,7,3,medical,1693.0,4.0,H,76.0,3.0,1.0, laboratory technician ,4.0,unknown,11925,1,no,20.0,4.0,3.0,0.0,7.0,5.0,3.0,7.0,5,7,1997,yes
448,44,No,travel_rarely,921.0,2,3,life sciences,1703.0,3.0,M,96.0,4.0,3.0, healthcare representative ,4.0,unknown,14810,1,no,19.0,3.0,2.0,1.0,,2.0,3.0,8.0,6,7,1979,yes
449,36,No,travel_rarely,530.0,2,4,unknown,,3.0,M,51.0,3.0,2.0, sales representative ,4.0,single,7439,3,no,15.0,3.0,3.0,0.0,17.0,2.0,2.0,13.0,6,7,1987,yes
450,46,No,travel_rarely,717.0,13,4,unknown,1727.0,3.0,H,34.0,3.0,2.0, healthcare representative ,2.0,single,9697,6,no,14.0,3.0,4.0,0.0,19.0,3.0,3.0,10.0,0,9,1977,yes
451,35,No,travel_rarely,1370.0,27,4,life sciences,1728.0,4.0,H,49.0,3.0,2.0, manufacturing director ,3.0,married,5151,2,no,16.0,3.0,2.0,1.0,17.0,3.0,3.0,7.0,0,7,1988,yes
452,30,No,travel_frequently,1312.0,2,4,unknown,1745.0,4.0,M,78.0,2.0,1.0, research scientist ,1.0,unknown,26427,0,no,16.0,3.0,4.0,0.0,10.0,2.0,3.0,9.0,0,7,1993,no
453,30,No,travel_rarely,979.0,15,2,marketing,1754.0,3.0,H,94.0,2.0,3.0, sales executive ,1.0,unknown,3088,2,no,11.0,3.0,1.0,1.0,,2.0,3.0,7.0,1,7,1993,yes
454,33,No,non-travel,1283.0,2,3,marketing,1756.0,4.0,M,62.0,3.0,2.0, sales executive ,2.0,unknown,10697,8,no,15.0,3.0,4.0,0.0,13.0,2.0,2.0,11.0,1,7,1990,yes
455,32,No,travel_rarely,953.0,5,4,unknown,1764.0,2.0,H,65.0,3.0,1.0, research scientist ,2.0,single,17674,2,no,14.0,3.0,2.0,0.0,12.0,3.0,3.0,7.0,0,7,1991,yes
456,43,No,travel_rarely,244.0,2,3,life sciences,1778.0,2.0,H,97.0,3.0,1.0, human resources ,4.0,unknown,5033,0,no,13.0,3.0,2.0,0.0,,5.0,3.0,9.0,1,8,1980,no
457,31,No,travel_rarely,196.0,29,4,marketing,,1.0,M,91.0,2.0,2.0, sales executive ,4.0,unknown,13402,1,no,14.0,3.0,1.0,2.0,,3.0,3.0,12.0,5,7,1992,yes
458,35,Yes,travel_rarely,303.0,27,3,unknown,1797.0,3.0,H,84.0,3.0,2.0, sales executive ,4.0,unknown,13492,1,no,18.0,3.0,4.0,0.0,,2.0,3.0,10.0,7,7,1988,no
459,35,No,non-travel,1180.0,2,2,medical,1804.0,2.0,H,90.0,3.0,2.0, manufacturing director ,4.0,divorced,24442,2,no,14.0,3.0,3.0,1.0,15.0,6.0,3.0,7.0,1,7,1988,no
460,30,No,travel_rarely,1092.0,10,3,medical,1816.0,1.0,M,64.0,3.0,3.0, manufacturing director ,3.0,single,2739,9,no,14.0,3.0,2.0,0.0,9.0,3.0,3.0,7.0,0,2,1993,no
461,46,Yes,travel_rarely,261.0,19,2,medical,1821.0,4.0,M,66.0,3.0,2.0, healthcare representative ,2.0,married,10842,4,no,22.0,4.0,4.0,1.0,13.0,2.0,4.0,9.0,3,7,1977,no
462,45,No,non-travel,589.0,2,4,unknown,,3.0,M,67.0,3.0,2.0, sales executive ,3.0,married,19665,4,no,22.0,4.0,2.0,2.0,10.0,3.0,4.0,8.0,5,7,1978,no
463,43,No,travel_frequently,1422.0,2,4,life sciences,1849.0,1.0,H,92.0,3.0,2.0, sales executive ,4.0,married,19246,1,no,20.0,4.0,3.0,1.0,7.0,5.0,3.0,7.0,7,7,1980,no
464,46,Yes,travel_rarely,804.0,10,3,life sciences,1869.0,3.0,M,64.0,3.0,3.0, sales executive ,2.0,unknown,14011,5,no,21.0,4.0,3.0,3.0,14.0,2.0,3.0,8.0,0,7,1977,yes
465,40,No,travel_rarely,1137.0,1,4,unknown,,1.0,H,98.0,3.0,4.0, manager ,1.0,unknown,18991,2,no,11.0,3.0,1.0,1.0,22.0,3.0,3.0,19.0,11,16,1983,yes
466,27,No,travel_rarely,511.0,2,2,unknown,1898.0,1.0,M,89.0,4.0,2.0, sales executive ,3.0,single,26997,0,no,14.0,3.0,2.0,0.0,9.0,5.0,2.0,8.0,0,7,1996,no
467,42,No,travel_rarely,1396.0,6,3,medical,1911.0,3.0,H,83.0,3.0,3.0, research director ,1.0,married,14842,9,no,13.0,3.0,2.0,1.0,18.0,3.0,4.0,13.0,5,7,1981,yes
468,26,No,travel_frequently,1096.0,6,3,other,,3.0,H,61.0,4.0,1.0, laboratory technician ,4.0,married,7102,0,no,18.0,3.0,1.0,1.0,8.0,3.0,3.0,7.0,7,7,1997,yes
469,28,No,travel_frequently,804.0,1,2,life sciences,1927.0,3.0,H,42.0,2.0,2.0, sales executive ,4.0,married,19255,1,no,12.0,3.0,3.0,1.0,7.0,2.0,3.0,7.0,0,7,1995,yes
470,47,No,travel_rarely,1169.0,14,4,unknown,1934.0,3.0,H,64.0,3.0,2.0, research scientist ,2.0,married,2125,8,no,18.0,3.0,3.0,1.0,,4.0,4.0,8.0,1,7,1976,no
471,34,No,travel_rarely,1239.0,13,4,medical,1951.0,4.0,H,39.0,3.0,3.0, sales executive ,3.0,divorced,22914,1,no,18.0,3.0,3.0,1.0,9.0,2.0,2.0,8.0,1,1,1989,yes
472,26,No,travel_rarely,157.0,1,3,medical,1952.0,3.0,H,95.0,3.0,1.0, laboratory technician ,1.0,single,20006,0,no,13.0,3.0,4.0,0.0,8.0,6.0,3.0,7.0,7,6,1997,yes
473,27,No,travel_rarely,954.0,9,3,unknown,1965.0,4.0,H,44.0,3.0,2.0, sales executive ,4.0,unknown,5099,1,no,14.0,3.0,1.0,0.0,,5.0,3.0,7.0,0,7,1996,no
474,31,Yes,travel_frequently,754.0,26,4,marketing,1967.0,1.0,H,63.0,3.0,2.0, sales executive ,4.0,unknown,21075,1,yes,11.0,3.0,3.0,0.0,10.0,4.0,3.0,10.0,0,8,1992,yes
475,33,No,travel_frequently,1303.0,7,2,life sciences,,4.0,H,0.0,3.0,2.0, healthcare representative ,3.0,divorced,18079,1,no,20.0,3.0,3.0,3.0,9.0,2.0,3.0,9.0,2,8,1990,yes
476,31,No,travel_rarely,697.0,10,3,unknown,1979.0,3.0,M,40.0,3.0,3.0, research director ,3.0,married,26862,4,no,20.0,4.0,3.0,1.0,13.0,2.0,4.0,11.0,4,8,1992,yes
477,35,No,travel_rarely,1395.0,9,4,medical,2008.0,2.0,H,48.0,3.0,2.0, research scientist ,3.0,unknown,18698,1,no,19.0,3.0,2.0,0.0,10.0,5.0,3.0,10.0,0,8,1988,yes
478,33,No,travel_rarely,501.0,15,2,unknown,2009.0,2.0,M,95.0,3.0,2.0, healthcare representative ,4.0,married,21653,0,yes,13.0,3.0,1.0,1.0,,6.0,3.0,9.0,8,1,1990,yes
479,39,No,travel_rarely,116.0,24,1,life sciences,2014.0,1.0,H,52.0,3.0,2.0, research scientist ,4.0,single,5340,7,no,13.0,3.0,1.0,0.0,,2.0,3.0,7.0,1,7,1984,no
480,36,No,travel_rarely,557.0,46,3,unknown,,4.0,M,94.0,2.0,3.0, sales executive ,4.0,married,12695,0,no,19.0,3.0,3.0,2.0,10.0,2.0,3.0,9.0,3,4,1987,yes
481,41,No,travel_rarely,582.0,28,4,life sciences,2034.0,1.0,M,60.0,2.0,4.0, manufacturing director ,2.0,married,5640,0,no,23.0,3.0,3.0,1.0,21.0,3.0,3.0,20.0,0,10,1982,yes
482,34,No,travel_rarely,704.0,28,3,marketing,2035.0,4.0,M,95.0,2.0,2.0, sales executive ,3.0,married,8978,1,no,21.0,4.0,4.0,2.0,8.0,2.0,3.0,8.0,1,7,1989,no
483,38,No,travel_rarely,804.0,10,2,unknown,,1.0,M,100.0,3.0,2.0, sales executive ,4.0,married,5982,1,no,11.0,3.0,3.0,1.0,10.0,1.0,3.0,10.0,1,9,1985,yes
484,39,No,travel_rarely,613.0,6,1,unknown,2062.0,4.0,H,42.0,2.0,3.0, healthcare representative ,1.0,unknown,21457,4,no,15.0,3.0,1.0,1.0,,5.0,3.0,7.0,1,7,1984,yes
485,34,No,travel_rarely,419.0,7,4,unknown,28.0,1.0,M,53.0,3.0,3.0, research director ,2.0,single,21293,0,no,11.0,3.0,3.0,0.0,,4.0,3.0,12.0,2,11,1989,no
486,44,No,travel_rarely,477.0,7,4,medical,,1.0,M,42.0,2.0,3.0, healthcare representative ,4.0,married,2094,3,no,14.0,3.0,4.0,1.0,24.0,4.0,3.0,22.0,5,17,1979,yes
487,46,No,travel_rarely,1211.0,5,4,unknown,62.0,1.0,H,98.0,3.0,2.0, sales executive ,4.0,single,20445,4,no,21.0,3.0,3.0,0.0,14.0,4.0,3.0,9.0,0,8,1977,yes
488,41,No,travel_frequently,857.0,10,3,life sciences,199.0,4.0,H,91.0,2.0,4.0, manager ,1.0,divorced,12888,4,no,13.0,3.0,2.0,1.0,,2.0,2.0,7.0,7,7,1982,no
489,39,No,travel_rarely,505.0,2,4,unknown,343.0,3.0,M,64.0,3.0,3.0, healthcare representative ,3.0,single,6420,0,no,25.0,4.0,4.0,0.0,20.0,1.0,3.0,19.0,11,8,1984,no
490,42,No,travel_rarely,269.0,2,3,medical,351.0,4.0,M,56.0,2.0,1.0, laboratory technician ,1.0,divorced,8007,0,yes,11.0,3.0,3.0,1.0,10.0,4.0,3.0,9.0,7,8,1981,yes
491,33,No,travel_frequently,553.0,5,4,unknown,428.0,4.0,M,74.0,3.0,3.0, manager ,2.0,married,23364,6,no,11.0,3.0,2.0,2.0,12.0,2.0,3.0,10.0,8,8,1990,yes
492,35,No,travel_rarely,1296.0,5,4,technical degree,464.0,3.0,H,62.0,3.0,3.0, manufacturing director ,2.0,single,18264,0,no,13.0,3.0,4.0,0.0,17.0,5.0,3.0,16.0,0,13,1988,yes
493,33,Yes,travel_rarely,1277.0,15,1,medical,,2.0,H,56.0,3.0,3.0, manager ,3.0,married,24619,7,no,12.0,3.0,4.0,0.0,15.0,2.0,4.0,7.0,7,7,1990,yes
494,40,No,travel_rarely,302.0,6,3,life sciences,,2.0,M,75.0,3.0,4.0, manufacturing director ,3.0,single,20364,7,no,15.0,3.0,3.0,0.0,22.0,3.0,3.0,20.0,5,13,1983,no
495,41,No,travel_rarely,427.0,10,4,human resources,731.0,2.0,H,73.0,2.0,5.0, manager ,4.0,divorced,8861,3,no,15.0,3.0,2.0,3.0,23.0,2.0,2.0,21.0,12,6,1982,no
496,27,No,travel_rarely,975.0,7,3,unknown,764.0,4.0,M,55.0,2.0,2.0, healthcare representative ,1.0,unknown,23398,8,no,19.0,3.0,1.0,0.0,,2.0,1.0,7.0,0,7,1996,no
497,52,No,travel_rarely,621.0,3,4,marketing,,3.0,H,31.0,2.0,4.0, manager ,1.0,unknown,10084,1,no,11.0,3.0,1.0,0.0,,3.0,4.0,34.0,1,16,1971,yes
498,51,No,travel_rarely,1318.0,26,4,marketing,851.0,1.0,M,66.0,3.0,4.0, manager ,3.0,married,5594,2,no,14.0,3.0,3.0,1.0,,2.0,2.0,20.0,4,17,1972,no
499,47,No,travel_rarely,249.0,2,2,marketing,903.0,3.0,M,35.0,3.0,2.0, sales executive ,4.0,unknown,17783,0,no,22.0,4.0,1.0,1.0,8.0,2.0,3.0,7.0,7,7,1976,yes
500,50,No,non-travel,881.0,2,4,unknown,905.0,1.0,H,98.0,3.0,4.0, manager ,1.0,divorced,4544,1,no,11.0,3.0,4.0,1.0,31.0,3.0,3.0,31.0,14,7,1973,no
501,35,No,travel_rarely,1137.0,21,1,life sciences,942.0,4.0,M,51.0,3.0,2.0, healthcare representative ,4.0,married,19170,1,no,25.0,4.0,4.0,1.0,10.0,2.0,1.0,10.0,0,7,1988,yes
502,39,No,travel_rarely,466.0,1,1,unknown,1026.0,4.0,M,65.0,2.0,4.0, manufacturing director ,4.0,married,7060,1,no,16.0,3.0,3.0,1.0,,3.0,3.0,21.0,11,8,1984,yes
503,39,No,travel_frequently,945.0,22,3,medical,,4.0,M,82.0,3.0,3.0, manufacturing director ,1.0,single,5083,1,no,13.0,3.0,3.0,0.0,,2.0,3.0,21.0,2,8,1984,no
504,41,No,travel_rarely,509.0,7,2,unknown,1085.0,2.0,M,43.0,4.0,1.0, research scientist ,3.0,unknown,18863,1,no,13.0,3.0,3.0,0.0,,3.0,3.0,10.0,0,8,1982,no
505,44,Yes,travel_rarely,1376.0,1,2,medical,,2.0,H,91.0,2.0,3.0, human resources ,1.0,married,2326,9,no,14.0,3.0,4.0,1.0,24.0,1.0,3.0,20.0,3,6,1979,yes
